exp_list,condition,nam,cue,item,stimulus,group,id,response,response_type,rt
5,ref_let,ref,let,14,иероглиф,Y,Y11,иероглиф,1,1132
5,ref_let,ref,let,19,точилка,Y,Y11,точилка,1,859
5,ref_let,ref,let,31,черепаха,Y,Y11,черепаха,1,958
5,ref_let,ref,let,40,бинокль,Y,Y11,бинокль,1,1403
5,ref_let,ref,let,58,кепка,Y,Y11,кепка,1,838
5,ref_let,ref,let,62,прищепка,Y,Y11,прищепка,1,1633
5,ref_let,ref,let,63,трамвай,Y,Y11,трамвай,1,3148
5,ref_let,ref,let,70,микрофон,Y,Y11,микрофон,1,863
5,ref_let,ref,let,73,камин,Y,Y11,камин,1,1052
5,ref_col,ref,col,1,компас,Y,Y11,компас,1,1377
5,ref_col,ref,col,25,сейф,Y,Y11,сейф,1,1197
5,ref_col,ref,col,2,карета,Y,Y11,карета,1,1294
5,ref_col,ref,col,37,шашлык,Y,Y11,шашлык,1,1505
5,ref_col,ref,col,33,копилка,Y,Y11,копилка,1,5420
5,ref_col,ref,col,38,радуга,Y,Y11,радуга,1,1080
5,ref_col,ref,col,12,шланг,Y,Y11,шланг,1,1296
5,ref_col,ref,col,48,сачок,Y,Y11,сачок,1,1456
5,ref_col,ref,col,52,перо,Y,Y11,перо,1,1037
5,ref_col,ref,col,60,фотоаппарат,Y,Y11,фотоаппарат,1,1182
5,ref_col,ref,col,65,корсет,Y,Y11,корсет,1,1212
5,ref_col,ref,col,67,пружина,Y,Y11,пружина,1,1955
5,ref_col,ref,col,77,дуршлаг,Y,Y11,дуршлаг,1,1919
5,inf_non,inf,non,18,слон,Y,Y11,слон,1,1595
5,inf_non,inf,non,7,пепельница,Y,Y11,пепельница,1,5308
5,inf_non,inf,non,17,верблюд,Y,Y11,верблюд,1,1452
5,inf_non,inf,non,20,календарь,Y,Y11,календарь,1,1300
5,inf_non,inf,non,29,багажник,Y,Y11,багажник,1,1257
5,inf_non,inf,non,41,жалюзи,Y,Y11,жалюзи,1,1524
5,inf_non,inf,non,39,ракетка,Y,Y11,ракетка,1,1896
5,inf_non,inf,non,46,шахматы,Y,Y11,шахматы,1,793
5,inf_non,inf,non,50,степлер,Y,Y11,степлер,1,946
5,inf_non,inf,non,59,автобус,Y,Y11,автобус,1,1725
5,inf_non,inf,non,64,страус,Y,Y11,страус,1,1118
5,inf_non,inf,non,69,мочалка,Y,Y11,мочалка,1,4157
5,inf_non,inf,non,75,самокат,Y,Y11,самокат,1,2300
5,inf_let,inf,let,10,коридор,Y,Y11,коридор,1,1193
5,inf_let,inf,let,3,глобус,Y,Y11,глобус,1,1074
5,inf_let,inf,let,11,подбородок,Y,Y11,подбородок,1,1235
5,inf_let,inf,let,21,трон,Y,Y11,трон,1,1191
5,inf_let,inf,let,26,форточка,Y,Y11,форточка,1,1367
5,inf_let,inf,let,27,намордник,Y,Y11,намордник,1,1536
5,inf_let,inf,let,42,салфетка,Y,Y11,салфетка,1,1584
5,inf_let,inf,let,43,водопад,Y,Y11,водопад,1,943
5,inf_let,inf,let,51,иллюминатор,Y,Y11,иллюминатор,1,1373
5,inf_let,inf,let,53,наручники,Y,Y11,наручники,1,1825
5,inf_let,inf,let,66,кенгуру,Y,Y11,кенгуру,1,1313
5,inf_let,inf,let,68,удочка,Y,Y11,удочка,1,1024
5,inf_let,inf,let,76,антенна,Y,Y11,антенна,1,1990
5,inf_col,inf,col,13,перекресток,Y,Y11,перекресток,1,1543
5,inf_col,inf,col,9,шлагбаум,Y,Y11,шлагбаум,1,6384
5,inf_col,inf,col,15,венок,Y,Y11,венок,1,1245
5,inf_col,inf,col,23,маяк,Y,Y11,маяк,1,1380
5,inf_col,inf,col,28,термос,Y,Y11,термос,1,1880
5,inf_col,inf,col,32,якорь,Y,Y11,якорь,1,1715
5,inf_col,inf,col,34,шишка,Y,Y11,шишка,1,1356
5,inf_col,inf,col,47,фартук,Y,Y11,фартук,1,3920
5,inf_col,inf,col,49,троллейбус,Y,Y11,троллейбус,1,21434
5,inf_col,inf,col,57,осьминог,Y,Y11,осьминог,1,2228
5,inf_col,inf,col,56,череп,Y,Y11,череп,1,1420
5,inf_col,inf,col,72,выключатель,Y,Y11,выключатель,1,2107
5,inf_col,inf,col,78,метла,Y,Y11,метла,1,4214
6,ref_non,ref,non,8,невеста,Y,Y12,невеста,1,1046
6,ref_non,ref,non,35,шприц,Y,Y12,шприц,1,709
6,ref_non,ref,non,6,аквариум,Y,Y12,аквариум,1,1738
6,ref_non,ref,non,24,кастрюля,Y,Y12,кастрюля,1,959
6,ref_non,ref,non,14,иероглиф,Y,Y12,иероглиф,1,1079
6,ref_non,ref,non,19,точилка,Y,Y12,точилка,1,1165
6,ref_non,ref,non,31,черепаха,Y,Y12,черепаха,1,860
6,ref_non,ref,non,40,бинокль,Y,Y12,бинокль,1,752
6,ref_non,ref,non,58,кепка,Y,Y12,кепка,1,1085
6,ref_non,ref,non,62,прищепка,Y,Y12,прищепка,1,1397
6,ref_non,ref,non,63,трамвай,Y,Y12,трамвай,1,1412
6,ref_non,ref,non,70,микрофон,Y,Y12,микрофон,1,1068
6,ref_non,ref,non,73,камин,Y,Y12,камин,1,1001
6,ref_let,ref,let,1,компас,Y,Y12,компас,1,922
6,ref_let,ref,let,25,сейф,Y,Y12,сейф,1,1280
6,ref_let,ref,let,2,карета,Y,Y12,карета,1,809
6,ref_let,ref,let,37,шашлык,Y,Y12,шашлык,1,780
6,ref_let,ref,let,33,копилка,Y,Y12,копилка,1,980
6,ref_let,ref,let,38,радуга,Y,Y12,радуга,1,905
6,ref_let,ref,let,12,шланг,Y,Y12,шланг,1,807
6,ref_let,ref,let,48,сачок,Y,Y12,сачок,1,1099
6,ref_let,ref,let,52,перо,Y,Y12,перо,1,750
6,ref_let,ref,let,60,фотоаппарат,Y,Y12,фотоаппарат,1,1744
6,ref_let,ref,let,65,корсет,Y,Y12,корсет,1,741
6,ref_let,ref,let,67,пружина,Y,Y12,пружина,1,1040
6,ref_let,ref,let,77,дуршлаг,Y,Y12,дуршлаг,1,1007
6,ref_col,ref,col,18,слон,Y,Y12,слон,1,958
6,ref_col,ref,col,7,пепельница,Y,Y12,пепельница,1,1558
6,ref_col,ref,col,17,верблюд,Y,Y12,верблюд,1,825
6,ref_col,ref,col,20,календарь,Y,Y12,календарь,1,1148
6,ref_col,ref,col,29,багажник,Y,Y12,багажник,1,1023
6,ref_col,ref,col,41,жалюзи,Y,Y12,что ... жалюзи,1,1821
6,ref_col,ref,col,39,ракетка,Y,Y12,ракетка,1,967
6,ref_col,ref,col,46,шахматы,Y,Y12,шахматы,1,1142
6,ref_col,ref,col,50,степлер,Y,Y12,степлер,1,983
6,ref_col,ref,col,59,автобус,Y,Y12,автобус,1,908
6,ref_col,ref,col,64,страус,Y,Y12,страус,1,1121
6,ref_col,ref,col,69,мочалка,Y,Y12,мочалка,1,1064
6,ref_col,ref,col,75,самокат,Y,Y12,самокат,1,803
6,inf_non,inf,non,10,коридор,Y,Y12,коридор,1,1231
6,inf_non,inf,non,3,глобус,Y,Y12,глобус,1,1143
6,inf_non,inf,non,11,подбородок,Y,Y12,подбородок,1,1625
6,inf_non,inf,non,21,трон,Y,Y12,трон,1,1177
6,inf_non,inf,non,26,форточка,Y,Y12,форточка,1,1002
6,inf_non,inf,non,27,намордник,Y,Y12,намордник,1,1382
6,inf_non,inf,non,42,салфетка,Y,Y12,салфетка,1,1678
6,inf_non,inf,non,43,водопад,Y,Y12,водопад,1,1026
6,inf_non,inf,non,51,иллюминатор,Y,Y12,иллюминатор,1,1400
6,inf_non,inf,non,53,наручники,Y,Y12,наручники,1,1641
6,inf_non,inf,non,66,кенгуру,Y,Y12,кенгуру,1,1080
6,inf_non,inf,non,68,удочка,Y,Y12,удочка,1,905
6,inf_non,inf,non,76,антенна,Y,Y12,антенна,1,935
6,inf_let,inf,let,13,перекресток,Y,Y12,перекресток,1,1228
6,inf_let,inf,let,9,шлагбаум,Y,Y12,шлагбаум,1,974
6,inf_let,inf,let,15,венок,Y,Y12,венок,1,1014
6,inf_let,inf,let,23,маяк,Y,Y12,маяк,1,1018
6,inf_let,inf,let,28,термос,Y,Y12,термос,1,1022
6,inf_let,inf,let,32,якорь,Y,Y12,якорь,1,1002
6,inf_let,inf,let,34,шишка,Y,Y12,шишка,1,859
6,inf_let,inf,let,47,фартук,Y,Y12,фартук,1,902
6,inf_let,inf,let,49,троллейбус,Y,Y12,троллейбус,1,1302
6,inf_let,inf,let,57,осьминог,Y,Y12,осьминог,1,1012
6,inf_let,inf,let,56,череп,Y,Y12,череп,1,1148
6,inf_let,inf,let,72,выключатель,Y,Y12,выключатель,1,1446
6,inf_let,inf,let,78,метла,Y,Y12,метла,1,1494
6,inf_col,inf,col,5,акула,Y,Y12,акула,1,922
6,inf_col,inf,col,4,официант,Y,Y12,официант,1,987
6,inf_col,inf,col,16,скалка,Y,Y12,скалка,1,746
6,inf_col,inf,col,22,парашют,Y,Y12,парашют,1,1905
6,inf_col,inf,col,30,телескоп,Y,Y12,телескоп,1,1517
6,inf_col,inf,col,36,жираф,Y,Y12,жираф,1,876
6,inf_col,inf,col,44,фонтан,Y,Y12,фонтан,1,996
6,inf_col,inf,col,45,кроссворд,Y,Y12,кроссворд,1,1461
6,inf_col,inf,col,54,кактус,Y,Y12,кактус,1,1825
6,inf_col,inf,col,55,стадион,Y,Y12,стадион,1,1378
6,inf_col,inf,col,61,кобура,Y,Y12,кобура,1,1813
6,inf_col,inf,col,71,мельница,Y,Y12,мельница,1,1080
6,inf_col,inf,col,74,палитра,Y,Y12,палитра,1,1111
1,ref_non,ref,non,1,компас,Y,Y13,компас,1,1955
1,ref_non,ref,non,25,сейф,Y,Y13,сейф,1,26852
1,ref_non,ref,non,2,карета,Y,Y13,карета,1,1636
1,ref_non,ref,non,37,шашлык,Y,Y13,шашлык,1,1175
1,ref_non,ref,non,33,копилка,Y,Y13,копилка,1,1319
1,ref_non,ref,non,38,радуга,Y,Y13,радуга,1,1152
1,ref_non,ref,non,12,шланг,Y,Y13,шланг,1,1478
1,ref_non,ref,non,48,сачок,Y,Y13,ловилка,0,
1,ref_non,ref,non,52,перо,Y,Y13,перо,1,1238
1,ref_non,ref,non,60,фотоаппарат,Y,Y13,фотоаппарат,1,1437
1,ref_non,ref,non,65,корсет,Y,Y13,корсет,1,1207
1,ref_non,ref,non,67,пружина,Y,Y13,пружина,1,1739
1,ref_non,ref,non,77,дуршлаг,Y,Y13,сито,2,1745
1,ref_let,ref,let,18,слон,Y,Y13,слон,1,1017
1,ref_let,ref,let,7,пепельница,Y,Y13,пепельница,1,1445
1,ref_let,ref,let,17,верблюд,Y,Y13,верблюд,1,1140
1,ref_let,ref,let,20,календарь,Y,Y13,календарь,1,1396
1,ref_let,ref,let,29,багажник,Y,Y13,багаж,0,
1,ref_let,ref,let,41,жалюзи,Y,Y13,жалюзи,1,1499
1,ref_let,ref,let,39,ракетка,Y,Y13,ракетка,1,1214
1,ref_let,ref,let,46,шахматы,Y,Y13,шахматы,1,1506
1,ref_let,ref,let,50,степлер,Y,Y13,степлер,1,1213
1,ref_let,ref,let,59,автобус,Y,Y13,автобус,1,1381
1,ref_let,ref,let,64,страус,Y,Y13,страус,1,1086
1,ref_let,ref,let,69,мочалка,Y,Y13,мочалка,1,1768
1,ref_let,ref,let,75,самокат,Y,Y13,самокат,1,1387
1,ref_col,ref,col,10,коридор,Y,Y13,коридор,1,1828
1,ref_col,ref,col,3,глобус,Y,Y13,глобус,1,1184
1,ref_col,ref,col,11,подбородок,Y,Y13,подбородок,1,1722
1,ref_col,ref,col,21,трон,Y,Y13,трон,1,1658
1,ref_col,ref,col,26,форточка,Y,Y13,форточка,1,1723
1,ref_col,ref,col,27,намордник,Y,Y13,намордник,1,1819
1,ref_col,ref,col,42,салфетка,Y,Y13,салфетка,1,1521
1,ref_col,ref,col,43,водопад,Y,Y13,водопад,1,1465
1,ref_col,ref,col,51,иллюминатор,Y,Y13,иллюминатор,1,11349
1,ref_col,ref,col,53,наручники,Y,Y13,наручники,1,1492
1,ref_col,ref,col,66,кенгуру,Y,Y13,кенгуру,1,1415
1,ref_col,ref,col,68,удочка,Y,Y13,удочка,1,2471
1,ref_col,ref,col,76,антенна,Y,Y13,антенна,1,1948
1,inf_non,inf,non,13,перекресток,Y,Y13,перекресток,1,1856
1,inf_non,inf,non,9,шлагбаум,Y,Y13,шлагбаум,1,22790
1,inf_non,inf,non,15,венок,Y,Y13,венок,1,1360
1,inf_non,inf,non,23,маяк,Y,Y13,маяк,1,1315
1,inf_non,inf,non,28,термос,Y,Y13,термос,1,1457
1,inf_non,inf,non,32,якорь,Y,Y13,якорь,1,1166
1,inf_non,inf,non,34,шишка,Y,Y13,шишка,1,1186
1,inf_non,inf,non,47,фартук,Y,Y13,фартук,1,2365
1,inf_non,inf,non,49,троллейбус,Y,Y13,троллейбус,1,3377
1,inf_non,inf,non,57,осьминог,Y,Y13,осьминог,1,1762
1,inf_non,inf,non,56,череп,Y,Y13,череп,1,1777
1,inf_non,inf,non,72,выключатель,Y,Y13,выключатель,1,2380
1,inf_non,inf,non,78,метла,Y,Y13,метла,1,10922
1,inf_let,inf,let,5,акула,Y,Y13,акула,1,869
1,inf_let,inf,let,4,официант,Y,Y13,официант,1,1498
1,inf_let,inf,let,16,скалка,Y,Y13,скалка,1,1815
1,inf_let,inf,let,22,парашют,Y,Y13,парашют,1,1429
1,inf_let,inf,let,30,телескоп,Y,Y13,телескоп,1,1956
1,inf_let,inf,let,36,жираф,Y,Y13,жираф,1,1201
1,inf_let,inf,let,44,фонтан,Y,Y13,фонтан,1,1120
1,inf_let,inf,let,45,кроссворд,Y,Y13,кроссворд,1,12445
1,inf_let,inf,let,54,кактус,Y,Y13,кактус,1,8178
1,inf_let,inf,let,55,стадион,Y,Y13,стадион,1,1320
1,inf_let,inf,let,61,кобура,Y,Y13,кобура,1,1415
1,inf_let,inf,let,71,мельница,Y,Y13,мельница,1,4995
1,inf_let,inf,let,74,палитра,Y,Y13,палитра,1,1610
1,inf_col,inf,col,8,невеста,Y,Y13,невеста,1,1615
1,inf_col,inf,col,35,шприц,Y,Y13,шприц,1,1583
1,inf_col,inf,col,6,аквариум,Y,Y13,аквариум,1,1416
1,inf_col,inf,col,24,кастрюля,Y,Y13,кастрюля,1,4405
1,inf_col,inf,col,14,иероглиф,Y,Y13,иероглиф,1,1854
1,inf_col,inf,col,19,точилка,Y,Y13,точилка,1,1424
1,inf_col,inf,col,31,черепаха,Y,Y13,черепаха,1,1202
1,inf_col,inf,col,40,бинокль,Y,Y13,бинокль,1,1208
1,inf_col,inf,col,58,кепка,Y,Y13,кепка,1,2997
1,inf_col,inf,col,62,прищепка,Y,Y13,прищепка,1,14643
1,inf_col,inf,col,63,трамвай,Y,Y13,трамвай,1,1605
1,inf_col,inf,col,70,микрофон,Y,Y13,микрофон,1,1753
1,inf_col,inf,col,73,камин,Y,Y13,камин,1,10243
2,ref_non,ref,non,18,слон,Y,Y14,слон,1,978
2,ref_non,ref,non,7,пепельница,Y,Y14,пепельница,1,1714
2,ref_non,ref,non,17,верблюд,Y,Y14,верблюд,1,827
2,ref_non,ref,non,20,календарь,Y,Y14,календарь,1,845
2,ref_non,ref,non,29,багажник,Y,Y14,багажник,1,2200
2,ref_non,ref,non,41,жалюзи,Y,Y14,жалюзи ... либо окно,1,9731
2,ref_non,ref,non,39,ракетка,Y,Y14,ракетка,1,7272
2,ref_non,ref,non,46,шахматы,Y,Y14,доска... шахматная ... шахматы,1,
2,ref_non,ref,non,50,степлер,Y,Y14,степлер,1,1140
2,ref_non,ref,non,59,автобус,Y,Y14,автобус,1,1274
2,ref_non,ref,non,64,страус,Y,Y14,страус,1,1610
2,ref_non,ref,non,69,мочалка,Y,Y14,мочалка,1,2958
2,ref_non,ref,non,75,самокат,Y,Y14,самокат,1,861
2,ref_let,ref,let,10,коридор,Y,Y14,коридор,1,1158
2,ref_let,ref,let,3,глобус,Y,Y14,глобус,1,884
2,ref_let,ref,let,11,подбородок,Y,Y14,подбородок,1,1071
2,ref_let,ref,let,21,трон,Y,Y14,трон,1,1773
2,ref_let,ref,let,26,форточка,Y,Y14,форточка,1,1339
2,ref_let,ref,let,27,намордник,Y,Y14,намордник,1,1133
2,ref_let,ref,let,42,салфетка,Y,Y14,салфетка,1,1117
2,ref_let,ref,let,43,водопад,Y,Y14,водопад,1,928
2,ref_let,ref,let,51,иллюминатор,Y,Y14,иллюминатор,1,16540
2,ref_let,ref,let,53,наручники,Y,Y14,наручники,1,1443
2,ref_let,ref,let,66,кенгуру,Y,Y14,кенгуру,1,929
2,ref_let,ref,let,68,удочка,Y,Y14,удочка,1,1031
2,ref_let,ref,let,76,антенна,Y,Y14,антенна,1,1238
2,ref_col,ref,col,13,перекресток,Y,Y14,поворот,0,
2,ref_col,ref,col,9,шлагбаум,Y,Y14,,3,
2,ref_col,ref,col,15,венок,Y,Y14,венок,1,6083
2,ref_col,ref,col,23,маяк,Y,Y14,маяк,1,1257
2,ref_col,ref,col,28,термос,Y,Y14,термос,1,15665
2,ref_col,ref,col,32,якорь,Y,Y14,якорь,1,966
2,ref_col,ref,col,34,шишка,Y,Y14,шишка,1,1618
2,ref_col,ref,col,47,фартук,Y,Y14,фартук,1,1703
2,ref_col,ref,col,49,троллейбус,Y,Y14,"трамвай, может",2,6718
2,ref_col,ref,col,57,осьминог,Y,Y14,осьминог,1,1977
2,ref_col,ref,col,56,череп,Y,Y14,череп,1,2730
2,ref_col,ref,col,72,выключатель,Y,Y14,выключатель,1,9365
2,ref_col,ref,col,78,метла,Y,Y14,метла,1,1245
2,inf_non,inf,non,5,акула,Y,Y14,акула,1,1334
2,inf_non,inf,non,4,официант,Y,Y14,официант,1,2017
2,inf_non,inf,non,16,скалка,Y,Y14,скалка,1,7478
2,inf_non,inf,non,22,парашют,Y,Y14,парашют,1,3915
2,inf_non,inf,non,30,телескоп,Y,Y14,телескоп,1,1463
2,inf_non,inf,non,36,жираф,Y,Y14,жираф,1,1925
2,inf_non,inf,non,44,фонтан,Y,Y14,фонтан,1,9799
2,inf_non,inf,non,45,кроссворд,Y,Y14,кроссворд,1,6974
2,inf_non,inf,non,54,кактус,Y,Y14,кактус,1,2419
2,inf_non,inf,non,55,стадион,Y,Y14,стадион,1,2916
2,inf_non,inf,non,61,кобура,Y,Y14,,3,
2,inf_non,inf,non,71,мельница,Y,Y14,сито,0,
2,inf_non,inf,non,74,палитра,Y,Y14,палитра,1,10547
2,inf_let,inf,let,8,невеста,Y,Y14,невеста,1,1222
2,inf_let,inf,let,35,шприц,Y,Y14,шприц,1,1654
2,inf_let,inf,let,6,аквариум,Y,Y14,аквариум,1,1422
2,inf_let,inf,let,24,кастрюля,Y,Y14,кастрюля,1,1725
2,inf_let,inf,let,14,иероглиф,Y,Y14,иероглиф,1,2142
2,inf_let,inf,let,19,точилка,Y,Y14,точилка,1,1307
2,inf_let,inf,let,31,черепаха,Y,Y14,черепаха,1,1589
2,inf_let,inf,let,40,бинокль,Y,Y14,бинокль,1,1098
2,inf_let,inf,let,58,кепка,Y,Y14,кепка,1,2016
2,inf_let,inf,let,62,прищепка,Y,Y14,прищепка,1,5157
2,inf_let,inf,let,63,трамвай,Y,Y14,троллейбус,0,
2,inf_let,inf,let,70,микрофон,Y,Y14,микрофон,1,1661
2,inf_let,inf,let,73,камин,Y,Y14,камин,1,1938
2,inf_col,inf,col,1,компас,Y,Y14,компас,1,2530
2,inf_col,inf,col,25,сейф,Y,Y14,сейф,1,26400
2,inf_col,inf,col,2,карета,Y,Y14,карета,1,1819
2,inf_col,inf,col,37,шашлык,Y,Y14,шашлык,1,2282
2,inf_col,inf,col,33,копилка,Y,Y14,копилка,1,12731
2,inf_col,inf,col,38,радуга,Y,Y14,радуга,1,5419
2,inf_col,inf,col,12,шланг,Y,Y14,шланг,1,2987
2,inf_col,inf,col,48,сачок,Y,Y14,сачок,1,5701
2,inf_col,inf,col,52,перо,Y,Y14,перо,1,2147
2,inf_col,inf,col,60,фотоаппарат,Y,Y14,фотоаппарат,1,3670
2,inf_col,inf,col,65,корсет,Y,Y14,корсет,1,1935
2,inf_col,inf,col,67,пружина,Y,Y14,не знаю,3,
2,inf_col,inf,col,77,дуршлаг,Y,Y14,дуршлаг,1,13658
3,ref_non,ref,non,10,коридор,Y,Y15,коридор,1,2806
3,ref_non,ref,non,3,глобус,Y,Y15,глобус,1,1302
3,ref_non,ref,non,11,подбородок,Y,Y15,подбородок,1,1776
3,ref_non,ref,non,21,трон,Y,Y15,трон,1,2868
3,ref_non,ref,non,26,форточка,Y,Y15,форточка,1,1678
3,ref_non,ref,non,27,намордник,Y,Y15,намордник,1,1361
3,ref_non,ref,non,42,салфетка,Y,Y15,салфетка,1,2798
3,ref_non,ref,non,43,водопад,Y,Y15,водопад,1,1247
3,ref_non,ref,non,51,иллюминатор,Y,Y15,иллюминатор,1,1643
3,ref_non,ref,non,53,наручники,Y,Y15,наручники,1,1640
3,ref_non,ref,non,66,кенгуру,Y,Y15,кенгуру,1,1074
3,ref_non,ref,non,68,удочка,Y,Y15,удочка,1,1434
3,ref_non,ref,non,76,антенна,Y,Y15,антенна,1,5531
3,ref_let,ref,let,13,перекресток,Y,Y15,перекресток,1,1597
3,ref_let,ref,let,9,шлагбаум,Y,Y15,шлагбаум,1,2447
3,ref_let,ref,let,15,венок,Y,Y15,венок,1,1457
3,ref_let,ref,let,23,маяк,Y,Y15,маяк,1,1369
3,ref_let,ref,let,28,термос,Y,Y15,,3,
3,ref_let,ref,let,32,якорь,Y,Y15,якорь,1,1293
3,ref_let,ref,let,34,шишка,Y,Y15,шишка,1,1200
3,ref_let,ref,let,47,фартук,Y,Y15,фартук,1,1285
3,ref_let,ref,let,49,троллейбус,Y,Y15,троллейбус,1,1361
3,ref_let,ref,let,57,осьминог,Y,Y15,осьминог,1,1177
3,ref_let,ref,let,56,череп,Y,Y15,череп,1,1143
3,ref_let,ref,let,72,выключатель,Y,Y15,выключатель,1,5199
3,ref_let,ref,let,78,метла,Y,Y15,метла,1,993
3,ref_col,ref,col,5,акула,Y,Y15,акула,1,1294
3,ref_col,ref,col,4,официант,Y,Y15,официант,1,1405
3,ref_col,ref,col,16,скалка,Y,Y15,скалка,1,1432
3,ref_col,ref,col,22,парашют,Y,Y15,парашют,1,1760
3,ref_col,ref,col,30,телескоп,Y,Y15,прибор,0,
3,ref_col,ref,col,36,жираф,Y,Y15,жираф,1,1139
3,ref_col,ref,col,44,фонтан,Y,Y15,фонтан,1,1420
3,ref_col,ref,col,45,кроссворд,Y,Y15,кроссворд,1,1935
3,ref_col,ref,col,54,кактус,Y,Y15,кактус,1,1389
3,ref_col,ref,col,55,стадион,Y,Y15,стадион,1,1831
3,ref_col,ref,col,61,кобура,Y,Y15,кобура,1,1364
3,ref_col,ref,col,71,мельница,Y,Y15,мельница,1,1482
3,ref_col,ref,col,74,палитра,Y,Y15,палитра,1,1716
3,inf_non,inf,non,8,невеста,Y,Y15,невеста,1,1756
3,inf_non,inf,non,35,шприц,Y,Y15,шприц,1,1455
3,inf_non,inf,non,6,аквариум,Y,Y15,аквариум,1,1609
3,inf_non,inf,non,24,кастрюля,Y,Y15,кастрюля,1,1680
3,inf_non,inf,non,14,иероглиф,Y,Y15,иероглиф,1,2630
3,inf_non,inf,non,19,точилка,Y,Y15,точилка,1,2756
3,inf_non,inf,non,31,черепаха,Y,Y15,черепаха,1,2032
3,inf_non,inf,non,40,бинокль,Y,Y15,бинокль,1,1618
3,inf_non,inf,non,58,кепка,Y,Y15,кепка,1,1452
3,inf_non,inf,non,62,прищепка,Y,Y15,вешалка,0,
3,inf_non,inf,non,63,трамвай,Y,Y15,трамвай,1,4491
3,inf_non,inf,non,70,микрофон,Y,Y15,микрофон,1,1928
3,inf_non,inf,non,73,камин,Y,Y15,камин,1,1338
3,inf_let,inf,let,1,компас,Y,Y15,компас,1,1308
3,inf_let,inf,let,25,сейф,Y,Y15,сейф,1,2884
3,inf_let,inf,let,2,карета,Y,Y15,карета,1,1447
3,inf_let,inf,let,37,шашлык,Y,Y15,шашлык,1,1455
3,inf_let,inf,let,33,копилка,Y,Y15,копилка,1,2306
3,inf_let,inf,let,38,радуга,Y,Y15,радуга,1,1319
3,inf_let,inf,let,12,шланг,Y,Y15,шланг,1,1272
3,inf_let,inf,let,48,сачок,Y,Y15,сачок,1,1108
3,inf_let,inf,let,52,перо,Y,Y15,перо,1,1479
3,inf_let,inf,let,60,фотоаппарат,Y,Y15,фотоаппарат,1,2474
3,inf_let,inf,let,65,корсет,Y,Y15,корсет,1,3662
3,inf_let,inf,let,67,пружина,Y,Y15,пружина,1,2138
3,inf_let,inf,let,77,дуршлаг,Y,Y15,дуршлаг,1,2601
3,inf_col,inf,col,18,слон,Y,Y15,слон,1,1287
3,inf_col,inf,col,7,пепельница,Y,Y15,пепельница,1,1651
3,inf_col,inf,col,17,верблюд,Y,Y15,верблюд,1,1287
3,inf_col,inf,col,20,календарь,Y,Y15,календарь,1,1416
3,inf_col,inf,col,29,багажник,Y,Y15,багажник,1,2478
3,inf_col,inf,col,41,жалюзи,Y,Y15,жалюзи,1,3211
3,inf_col,inf,col,39,ракетка,Y,Y15,ракетка,1,4217
3,inf_col,inf,col,46,шахматы,Y,Y15,шахматы,1,1857
3,inf_col,inf,col,50,степлер,Y,Y15,степлер,1,2275
3,inf_col,inf,col,59,автобус,Y,Y15,автобус,1,1942
3,inf_col,inf,col,64,страус,Y,Y15,страус,1,2745
3,inf_col,inf,col,69,мочалка,Y,Y15,вехотка,2,
3,inf_col,inf,col,75,самокат,Y,Y15,самокат,1,1392
4,ref_non,ref,non,13,перекресток,Y,Y16,перекресток,1,987
4,ref_non,ref,non,9,шлагбаум,Y,Y16,шлагбаум,1,2155
4,ref_non,ref,non,15,венок,Y,Y16,венок,1,1091
4,ref_non,ref,non,23,маяк,Y,Y16,маяк,1,941
4,ref_non,ref,non,28,термос,Y,Y16,термос,1,1177
4,ref_non,ref,non,32,якорь,Y,Y16,якорь,1,828
4,ref_non,ref,non,34,шишка,Y,Y16,шишка,1,2201
4,ref_non,ref,non,47,фартук,Y,Y16,фартук,1,1135
4,ref_non,ref,non,49,троллейбус,Y,Y16,троллейбус,1,2284
4,ref_non,ref,non,57,осьминог,Y,Y16,осьминог,1,1045
4,ref_non,ref,non,56,череп,Y,Y16,череп,1,1137
4,ref_non,ref,non,72,выключатель,Y,Y16,выключатель,1,1901
4,ref_non,ref,non,78,метла,Y,Y16,метла,1,1046
4,ref_let,ref,let,5,акула,Y,Y16,акула,1,842
4,ref_let,ref,let,4,официант,Y,Y16,официант,1,980
4,ref_let,ref,let,16,скалка,Y,Y16,скалка,1,1202
4,ref_let,ref,let,22,парашют,Y,Y16,парашют,1,1049
4,ref_let,ref,let,30,телескоп,Y,Y16,телескоп,1,1089
4,ref_let,ref,let,36,жираф,Y,Y16,жираф,1,878
4,ref_let,ref,let,44,фонтан,Y,Y16,фонтан,1,955
4,ref_let,ref,let,45,кроссворд,Y,Y16,кроссворд,1,1147
4,ref_let,ref,let,54,кактус,Y,Y16,кактус,1,915
4,ref_let,ref,let,55,стадион,Y,Y16,стадион,1,902
4,ref_let,ref,let,61,кобура,Y,Y16,кобура,1,1753
4,ref_let,ref,let,71,мельница,Y,Y16,мельница,1,1051
4,ref_let,ref,let,74,палитра,Y,Y16,палитра,1,1324
4,ref_col,ref,col,8,невеста,Y,Y16,невеста,1,1157
4,ref_col,ref,col,35,шприц,Y,Y16,шприц,1,969
4,ref_col,ref,col,6,аквариум,Y,Y16,аквариум,1,1263
4,ref_col,ref,col,24,кастрюля,Y,Y16,кастрюля,1,1409
