exp_list,condition,nam,cue,item,stimulus,group,id,response,response_type,rt
6,ref_non,ref,non,24,кастрюля,Y,Y6,кастрюля,1,927
6,ref_non,ref,non,14,иероглиф,Y,Y6,иероглиф,1,1043
6,ref_non,ref,non,19,точилка,Y,Y6,точилка,1,1060
6,ref_non,ref,non,31,черепаха,Y,Y6,черепаха,1,610
6,ref_non,ref,non,40,бинокль,Y,Y6,бинокль,1,2018
6,ref_non,ref,non,58,кепка,Y,Y6,кепка,1,750
6,ref_non,ref,non,62,прищепка,Y,Y6,прищепка,1,1796
6,ref_non,ref,non,63,трамвай,Y,Y6,трамвай,1,1987
6,ref_non,ref,non,70,микрофон,Y,Y6,микрофон,1,819
6,ref_non,ref,non,73,камин,Y,Y6,камин,1,992
6,ref_let,ref,let,1,компас,Y,Y6,компас,1,854
6,ref_let,ref,let,25,сейф,Y,Y6,сейф,1,849
6,ref_let,ref,let,2,карета,Y,Y6,карета,1,1181
6,ref_let,ref,let,37,шашлык,Y,Y6,шашлык,1,688
6,ref_let,ref,let,33,копилка,Y,Y6,копилка,1,1089
6,ref_let,ref,let,38,радуга,Y,Y6,радуга,1,829
6,ref_let,ref,let,12,шланг,Y,Y6,шланг,1,1277
6,ref_let,ref,let,48,сачок,Y,Y6,сачок,1,1307
6,ref_let,ref,let,52,перо,Y,Y6,перо,1,775
6,ref_let,ref,let,60,фотоаппарат,Y,Y6,фотоаппарат,1,808
6,ref_let,ref,let,65,корсет,Y,Y6,корсет,1,896
6,ref_let,ref,let,67,пружина,Y,Y6,пружина,1,857
6,ref_let,ref,let,77,дуршлаг,Y,Y6,дуршлаг,1,1726
6,ref_col,ref,col,18,слон,Y,Y6,слон,1,1008
6,ref_col,ref,col,7,пепельница,Y,Y6,пепельница,1,971
6,ref_col,ref,col,17,верблюд,Y,Y6,верблюд,1,1249
6,ref_col,ref,col,20,календарь,Y,Y6,календарь,1,1175
6,ref_col,ref,col,29,багажник,Y,Y6,багажник,1,1112
6,ref_col,ref,col,41,жалюзи,Y,Y6,жалюзи,1,1302
6,ref_col,ref,col,39,ракетка,Y,Y6,ракетка,1,1779
6,ref_col,ref,col,46,шахматы,Y,Y6,шахматы,1,726
6,ref_col,ref,col,50,степлер,Y,Y6,степлер,1,1312
6,ref_col,ref,col,59,автобус,Y,Y6,автобус,1,1428
6,ref_col,ref,col,64,страус,Y,Y6,страус,1,4472
6,ref_col,ref,col,69,мочалка,Y,Y6,мочалка,1,2116
6,ref_col,ref,col,75,самокат,Y,Y6,самокат,1,691
6,inf_non,inf,non,10,коридор,Y,Y6,коридор,1,1337
6,inf_non,inf,non,3,глобус,Y,Y6,глобус,1,1581
6,inf_non,inf,non,11,подбородок,Y,Y6,подбородок,1,1162
6,inf_non,inf,non,21,трон,Y,Y6,трон,1,1131
6,inf_non,inf,non,26,форточка,Y,Y6,форточка,1,3035
6,inf_non,inf,non,27,намордник,Y,Y6,намордник,1,1228
6,inf_non,inf,non,42,салфетка,Y,Y6,салфетка,1,1173
6,inf_non,inf,non,43,водопад,Y,Y6,водопад,1,901
6,inf_non,inf,non,51,иллюминатор,Y,Y6,иллюминатор,1,1521
6,inf_non,inf,non,53,наручники,Y,Y6,цепь,0,
6,inf_non,inf,non,66,кенгуру,Y,Y6,кенгуру,1,1520
6,inf_non,inf,non,68,удочка,Y,Y6,"ну не знаю, какое-то копье",0,
6,inf_non,inf,non,76,антенна,Y,Y6,антенна,1,1103
6,inf_let,inf,let,13,перекресток,Y,Y6,перекресток,1,1227
6,inf_let,inf,let,9,шлагбаум,Y,Y6,шлагбаум,1,944
6,inf_let,inf,let,15,венок,Y,Y6,венок,1,892
6,inf_let,inf,let,23,маяк,Y,Y6,маяк,1,1443
6,inf_let,inf,let,28,термос,Y,Y6,термос,1,1288
6,inf_let,inf,let,32,якорь,Y,Y6,якорь,1,816
6,inf_let,inf,let,34,шишка,Y,Y6,шишка,1,6050
6,inf_let,inf,let,47,фартук,Y,Y6,фартук,1,1015
6,inf_let,inf,let,49,троллейбус,Y,Y6,троллейбус,1,3269
6,inf_let,inf,let,57,осьминог,Y,Y6,осьминог,1,1798
6,inf_let,inf,let,56,череп,Y,Y6,череп,1,1032
6,inf_let,inf,let,72,выключатель,Y,Y6,выключатель,1,1309
6,inf_let,inf,let,78,метла,Y,Y6,"мусорная машина, я не знаю",0,
6,inf_col,inf,col,5,акула,Y,Y6,акула,1,1824
6,inf_col,inf,col,4,официант,Y,Y6,официант,1,1301
6,inf_col,inf,col,16,скалка,Y,Y6,скалка,1,1299
6,inf_col,inf,col,22,парашют,Y,Y6,парашют,1,3705
6,inf_col,inf,col,30,телескоп,Y,Y6,телескоп,1,1840
6,inf_col,inf,col,36,жираф,Y,Y6,жираф,1,1081
6,inf_col,inf,col,44,фонтан,Y,Y6,фонтан,1,1216
6,inf_col,inf,col,45,кроссворд,Y,Y6,кроссворд,1,3386
6,inf_col,inf,col,54,кактус,Y,Y6,кактус,1,2665
6,inf_col,inf,col,55,стадион,Y,Y6,поле,0,
6,inf_col,inf,col,61,кобура,Y,Y6,не знаю,3,
6,inf_col,inf,col,71,мельница,Y,Y6,мельница,1,1136
6,inf_col,inf,col,74,палитра,Y,Y6,палитра,1,1423
1,ref_non,ref,non,1,компас,Y,Y19,компас,1,1048
1,ref_non,ref,non,25,сейф,Y,Y19,сейф,1,1503
1,ref_non,ref,non,2,карета,Y,Y19,карета,1,1099
1,ref_non,ref,non,37,шашлык,Y,Y19,шашлык,1,959
1,ref_non,ref,non,33,копилка,Y,Y19,копилка,1,1204
1,ref_non,ref,non,38,радуга,Y,Y19,радуга,1,1099
1,ref_non,ref,non,12,шланг,Y,Y19,шланг,1,940
1,ref_non,ref,non,48,сачок,Y,Y19,сачок,1,3789
1,ref_non,ref,non,52,перо,Y,Y19,перо,1,867
1,ref_non,ref,non,60,фотоаппарат,Y,Y19,фотоаппарат,1,773
1,ref_non,ref,non,65,корсет,Y,Y19,корсет,1,749
1,ref_non,ref,non,67,пружина,Y,Y19,пружина,1,714
1,ref_non,ref,non,77,дуршлаг,Y,Y19,дуршлаг,1,1969
1,ref_let,ref,let,18,слон,Y,Y19,слон,1,931
1,ref_let,ref,let,7,пепельница,Y,Y19,пепельница,1,1039
1,ref_let,ref,let,17,верблюд,Y,Y19,верблюд,1,728
1,ref_let,ref,let,20,календарь,Y,Y19,календарь,1,893
1,ref_let,ref,let,29,багажник,Y,Y19,багажник,1,887
1,ref_let,ref,let,41,жалюзи,Y,Y19,жалюзи,1,2080
1,ref_let,ref,let,39,ракетка,Y,Y19,ракетка,1,1133
1,ref_let,ref,let,46,шахматы,Y,Y19,шахматы,1,985
1,ref_let,ref,let,50,степлер,Y,Y19,степлер,1,745
1,ref_let,ref,let,59,автобус,Y,Y19,автобус,1,836
1,ref_let,ref,let,64,страус,Y,Y19,страус,1,747
1,ref_let,ref,let,69,мочалка,Y,Y19,мочалка,1,1093
1,ref_let,ref,let,75,самокат,Y,Y19,самокат,1,960
1,ref_col,ref,col,10,коридор,Y,Y19,коридор,1,803
1,ref_col,ref,col,3,глобус,Y,Y19,глобус,1,1452
1,ref_col,ref,col,11,подбородок,Y,Y19,подбородок,1,1331
1,ref_col,ref,col,21,трон,Y,Y19,трон,1,1401
1,ref_col,ref,col,26,форточка,Y,Y19,форточка,1,1475
1,ref_col,ref,col,27,намордник,Y,Y19,намордник,1,986
1,ref_col,ref,col,42,салфетка,Y,Y19,салфетка,1,1450
1,ref_col,ref,col,43,водопад,Y,Y19,водопад,1,931
1,ref_col,ref,col,51,иллюминатор,Y,Y19,люк,0,
1,ref_col,ref,col,53,наручники,Y,Y19,наручники,1,1193
1,ref_col,ref,col,66,кенгуру,Y,Y19,кенгуру,1,1181
1,ref_col,ref,col,68,удочка,Y,Y19,удочка,1,956
1,ref_col,ref,col,76,антенна,Y,Y19,антенна,1,1136
1,inf_non,inf,non,13,перекресток,Y,Y19,перекресток,1,1312
1,inf_non,inf,non,9,шлагбаум,Y,Y19,шлагбаум,1,1421
1,inf_non,inf,non,15,венок,Y,Y19,бутоньерка,0,
1,inf_non,inf,non,23,маяк,Y,Y19,маяк,1,764
1,inf_non,inf,non,28,термос,Y,Y19,термос,1,1268
1,inf_non,inf,non,32,якорь,Y,Y19,якорь,1,840
1,inf_non,inf,non,34,шишка,Y,Y19,шишка,1,964
1,inf_non,inf,non,47,фартук,Y,Y19,шкаф,0,
1,inf_non,inf,non,49,троллейбус,Y,Y19,троллейбус,1,1131
1,inf_non,inf,non,57,осьминог,Y,Y19,осьминог,1,1223
1,inf_non,inf,non,56,череп,Y,Y19,череп,1,1287
1,inf_non,inf,non,72,выключатель,Y,Y19,выключатель,1,2441
1,inf_non,inf,non,78,метла,Y,Y19,метла,1,1330
1,inf_let,inf,let,5,акула,Y,Y19,акула,1,1149
1,inf_let,inf,let,4,официант,Y,Y19,официант,1,1289
1,inf_let,inf,let,16,скалка,Y,Y19,скалка,1,1258
1,inf_let,inf,let,22,парашют,Y,Y19,парашют,1,922
1,inf_let,inf,let,30,телескоп,Y,Y19,телескоп,1,1146
1,inf_let,inf,let,36,жираф,Y,Y19,жираф,1,910
1,inf_let,inf,let,44,фонтан,Y,Y19,фонтан,1,1103
1,inf_let,inf,let,45,кроссворд,Y,Y19,кроссворд,1,2008
1,inf_let,inf,let,54,кактус,Y,Y19,кактус,1,2494
1,inf_let,inf,let,55,стадион,Y,Y19,,3,
1,inf_let,inf,let,61,кобура,Y,Y19,кобура,1,1325
1,inf_let,inf,let,71,мельница,Y,Y19,мельница,1,3441
1,inf_let,inf,let,74,палитра,Y,Y19,,3,
1,inf_col,inf,col,8,невеста,Y,Y19,невеста,1,1438
1,inf_col,inf,col,35,шприц,Y,Y19,шприц,1,1317
1,inf_col,inf,col,6,аквариум,Y,Y19,аквариум,1,1623
1,inf_col,inf,col,24,кастрюля,Y,Y19,кастрюля,1,4529
1,inf_col,inf,col,14,иероглиф,Y,Y19,иероглиф,1,2672
1,inf_col,inf,col,19,точилка,Y,Y19,точилка,1,1606
1,inf_col,inf,col,31,черепаха,Y,Y19,черепаха,1,1205
1,inf_col,inf,col,40,бинокль,Y,Y19,бинокль,1,3123
1,inf_col,inf,col,58,кепка,Y,Y19,кепка,1,2565
1,inf_col,inf,col,62,прищепка,Y,Y19,прищепка,1,1563
1,inf_col,inf,col,63,трамвай,Y,Y19,трамвай,1,1345
1,inf_col,inf,col,70,микрофон,Y,Y19,микрофон,1,3103
1,inf_col,inf,col,73,камин,Y,Y19,камин,1,7380
2,ref_non,ref,non,18,слон,Y,Y8,слон ... мамонт,1,1483
2,ref_non,ref,non,7,пепельница,Y,Y8,пепельница,1,1895
2,ref_non,ref,non,17,верблюд,Y,Y8,верблюд,1,1087
2,ref_non,ref,non,20,календарь,Y,Y8,календарь,1,989
2,ref_non,ref,non,29,багажник,Y,Y8,багажник,1,1718
2,ref_non,ref,non,41,жалюзи,Y,Y8,жалюзи,1,2219
2,ref_non,ref,non,39,ракетка,Y,Y8,ракетка,1,909
2,ref_non,ref,non,46,шахматы,Y,Y8,шахматы,1,1000
2,ref_non,ref,non,50,степлер,Y,Y8,степлер,1,1349
2,ref_non,ref,non,59,автобус,Y,Y8,автобус,1,1647
2,ref_non,ref,non,64,страус,Y,Y8,страус,1,1184
2,ref_non,ref,non,69,мочалка,Y,Y8,мочалка,1,2304
2,ref_non,ref,non,75,самокат,Y,Y8,самокат,1,1516
2,ref_let,ref,let,10,коридор,Y,Y8,коридор,1,1099
2,ref_let,ref,let,3,глобус,Y,Y8,глобус,1,746
2,ref_let,ref,let,11,подбородок,Y,Y8,подбородок,1,2962
2,ref_let,ref,let,21,трон,Y,Y8,трон,1,1259
2,ref_let,ref,let,26,форточка,Y,Y8,форточка,1,1368
2,ref_let,ref,let,27,намордник,Y,Y8,намордник,1,1063
2,ref_let,ref,let,42,салфетка,Y,Y8,салфетка,1,1233
2,ref_let,ref,let,43,водопад,Y,Y8,водопад,1,782
2,ref_let,ref,let,51,иллюминатор,Y,Y8,иллюминатор,1,3808
2,ref_let,ref,let,53,наручники,Y,Y8,наручники,1,961
2,ref_let,ref,let,66,кенгуру,Y,Y8,кенгуру,1,923
2,ref_let,ref,let,68,удочка,Y,Y8,удочка,1,1056
2,ref_let,ref,let,76,антенна,Y,Y8,антенна,1,2897
2,ref_col,ref,col,13,перекресток,Y,Y8,перекресток,1,1166
2,ref_col,ref,col,9,шлагбаум,Y,Y8,шлагбаум,1,1615
2,ref_col,ref,col,15,венок,Y,Y8,венок,1,1417
2,ref_col,ref,col,23,маяк,Y,Y8,маяк,1,1126
2,ref_col,ref,col,28,термос,Y,Y8,термос,1,1212
2,ref_col,ref,col,32,якорь,Y,Y8,якорь,1,884
2,ref_col,ref,col,34,шишка,Y,Y8,шишка,1,971
2,ref_col,ref,col,47,фартук,Y,Y8,фартук,1,1193
2,ref_col,ref,col,49,троллейбус,Y,Y8,троллейбус,1,1229
2,ref_col,ref,col,57,осьминог,Y,Y8,осьминог,1,1019
2,ref_col,ref,col,56,череп,Y,Y8,череп,1,1757
2,ref_col,ref,col,72,выключатель,Y,Y8,выключатель,1,5933
2,ref_col,ref,col,78,метла,Y,Y8,метла,1,1635
2,inf_non,inf,non,5,акула,Y,Y8,акула,1,2064
2,inf_non,inf,non,4,официант,Y,Y8,официант,1,1749
2,inf_non,inf,non,16,скалка,Y,Y8,скалка,1,2017
2,inf_non,inf,non,22,парашют,Y,Y8,парашют,1,2217
2,inf_non,inf,non,30,телескоп,Y,Y8,телескоп,1,2900
2,inf_non,inf,non,36,жираф,Y,Y8,жираф,1,1372
2,inf_non,inf,non,44,фонтан,Y,Y8,фонтан,1,1598
2,inf_non,inf,non,45,кроссворд,Y,Y8,кроссворд,1,3112
2,inf_non,inf,non,54,кактус,Y,Y8,кактус,1,1144
2,inf_non,inf,non,55,стадион,Y,Y8,стадион,1,1517
2,inf_non,inf,non,61,кобура,Y,Y8,кобура,1,2691
2,inf_non,inf,non,71,мельница,Y,Y8,мельница,1,1778
2,inf_non,inf,non,74,палитра,Y,Y8,палитра,1,3025
2,inf_let,inf,let,8,невеста,Y,Y8,невеста,1,1153
2,inf_let,inf,let,35,шприц,Y,Y8,шприц,1,1263
2,inf_let,inf,let,6,аквариум,Y,Y8,аквариум,1,1039
2,inf_let,inf,let,24,кастрюля,Y,Y8,кастрюля,1,1217
2,inf_let,inf,let,14,иероглиф,Y,Y8,иероглиф,1,1388
2,inf_let,inf,let,19,точилка,Y,Y8,точилка,1,1290
2,inf_let,inf,let,31,черепаха,Y,Y8,черепаха,1,1290
2,inf_let,inf,let,40,бинокль,Y,Y8,бинокль,1,1083
2,inf_let,inf,let,58,кепка,Y,Y8,кепка,1,2024
2,inf_let,inf,let,62,прищепка,Y,Y8,прищепка,1,1936
2,inf_let,inf,let,63,трамвай,Y,Y8,трамвай,1,1254
2,inf_let,inf,let,70,микрофон,Y,Y8,микрофон,1,1937
2,inf_let,inf,let,73,камин,Y,Y8,камин,1,2161
2,inf_col,inf,col,1,компас,Y,Y8,компас,1,1947
2,inf_col,inf,col,25,сейф,Y,Y8,сейф,1,1459
2,inf_col,inf,col,2,карета,Y,Y8,карета,1,1407
2,inf_col,inf,col,37,шашлык,Y,Y8,шашлык,1,1430
2,inf_col,inf,col,33,копилка,Y,Y8,копилка,1,2011
2,inf_col,inf,col,38,радуга,Y,Y8,радуга,1,1251
2,inf_col,inf,col,12,шланг,Y,Y8,шланг,1,1268
2,inf_col,inf,col,48,сачок,Y,Y8,сачок,1,2399
2,inf_col,inf,col,52,перо,Y,Y8,перо,1,1309
2,inf_col,inf,col,60,фотоаппарат,Y,Y8,фотоаппарат,1,1967
2,inf_col,inf,col,65,корсет,Y,Y8,корсет,1,1779
2,inf_col,inf,col,67,пружина,Y,Y8,пружина,1,29739
2,inf_col,inf,col,77,дуршлаг,Y,Y8,дуршлаг,1,4706
3,ref_non,ref,non,10,коридор,Y,Y9,коридор,1,1780
3,ref_non,ref,non,3,глобус,Y,Y9,глобус,1,1709
3,ref_non,ref,non,11,подбородок,Y,Y9,подбородок,1,2368
3,ref_non,ref,non,21,трон,Y,Y9,трон,1,1565
3,ref_non,ref,non,26,форточка,Y,Y9,форточка,1,1941
3,ref_non,ref,non,27,намордник,Y,Y9,намордник,1,3260
3,ref_non,ref,non,42,салфетка,Y,Y9,салфетка,1,9559
3,ref_non,ref,non,43,водопад,Y,Y9,водопад,1,3384
3,ref_non,ref,non,51,иллюминатор,Y,Y9,иллюминатор,1,12249
3,ref_non,ref,non,53,наручники,Y,Y9,наручники,1,1330
3,ref_non,ref,non,66,кенгуру,Y,Y9,кенгуру,1,1454
3,ref_non,ref,non,68,удочка,Y,Y9,удочка,1,1544
3,ref_non,ref,non,76,антенна,Y,Y9,антенна,1,4256
3,ref_let,ref,let,13,перекресток,Y,Y9,перекресток,1,2401
3,ref_let,ref,let,9,шлагбаум,Y,Y9,шлагбаум,1,1713
3,ref_let,ref,let,15,венок,Y,Y9,венок,1,2475
3,ref_let,ref,let,23,маяк,Y,Y9,маяк,1,1204
3,ref_let,ref,let,28,термос,Y,Y9,термос,1,1907
3,ref_let,ref,let,32,якорь,Y,Y9,якорь,1,1140
3,ref_let,ref,let,34,шишка,Y,Y9,шишка,1,963
3,ref_let,ref,let,47,фартук,Y,Y9,фартук,1,1105
3,ref_let,ref,let,49,троллейбус,Y,Y9,троллейбус,1,1598
3,ref_let,ref,let,57,осьминог,Y,Y9,осьминог,1,2339
3,ref_let,ref,let,56,череп,Y,Y9,череп,1,984
3,ref_let,ref,let,72,выключатель,Y,Y9,,3,
3,ref_let,ref,let,78,метла,Y,Y9,метла,1,1053
3,ref_col,ref,col,5,акула,Y,Y9,акула,1,1516
3,ref_col,ref,col,4,официант,Y,Y9,официант,1,2065
3,ref_col,ref,col,16,скалка,Y,Y9,скалка,1,1559
3,ref_col,ref,col,22,парашют,Y,Y9,парашют,1,1499
3,ref_col,ref,col,30,телескоп,Y,Y9,телескоп,1,1513
3,ref_col,ref,col,36,жираф,Y,Y9,жираф,1,1927
3,ref_col,ref,col,44,фонтан,Y,Y9,фонтан,1,1790
3,ref_col,ref,col,45,кроссворд,Y,Y9,кроссворд,1,1705
3,ref_col,ref,col,54,кактус,Y,Y9,кактус,1,2209
3,ref_col,ref,col,55,стадион,Y,Y9,стадион,1,2172
3,ref_col,ref,col,61,кобура,Y,Y9,кобура,1,2009
3,ref_col,ref,col,71,мельница,Y,Y9,мельница,1,1573
3,ref_col,ref,col,74,палитра,Y,Y9,палитра,1,1742
3,inf_non,inf,non,8,невеста,Y,Y9,невеста,1,3749
3,inf_non,inf,non,35,шприц,Y,Y9,шприц,1,1255
3,inf_non,inf,non,6,аквариум,Y,Y9,аквариум,1,11995
3,inf_non,inf,non,24,кастрюля,Y,Y9,кастрюля,1,5178
3,inf_non,inf,non,14,иероглиф,Y,Y9,иероглиф,1,3228
3,inf_non,inf,non,19,точилка,Y,Y9,точилка,1,2461
3,inf_non,inf,non,31,черепаха,Y,Y9,черепаха,1,1264
3,inf_non,inf,non,40,бинокль,Y,Y9,окно,0,
3,inf_non,inf,non,58,кепка,Y,Y9,кепка,1,3494
3,inf_non,inf,non,62,прищепка,Y,Y9,прищепка,1,3496
3,inf_non,inf,non,63,трамвай,Y,Y9,поезд,0,
3,inf_non,inf,non,70,микрофон,Y,Y9,микрофон,1,1589
3,inf_non,inf,non,73,камин,Y,Y9,камин,1,1207
3,inf_let,inf,let,1,компас,Y,Y9,компас,1,1472
3,inf_let,inf,let,25,сейф,Y,Y9,сейф,1,993
3,inf_let,inf,let,2,карета,Y,Y9,карета,1,3986
3,inf_let,inf,let,37,шашлык,Y,Y9,шашлык,1,1151
3,inf_let,inf,let,33,копилка,Y,Y9,копилка,1,1325
3,inf_let,inf,let,38,радуга,Y,Y9,радуга,1,1473
3,inf_let,inf,let,12,шланг,Y,Y9,,3,
3,inf_let,inf,let,48,сачок,Y,Y9,сачок,1,2668
3,inf_let,inf,let,52,перо,Y,Y9,перо,1,1121
3,inf_let,inf,let,60,фотоаппарат,Y,Y9,фотоаппарат,1,1463
3,inf_let,inf,let,65,корсет,Y,Y9,корсет,1,973
3,inf_let,inf,let,67,пружина,Y,Y9,пружина,1,7203
3,inf_let,inf,let,77,дуршлаг,Y,Y9,дуршлаг,1,5276
3,inf_col,inf,col,18,слон,Y,Y9,слон,1,1321
3,inf_col,inf,col,7,пепельница,Y,Y9,пепельница,1,1778
3,inf_col,inf,col,17,верблюд,Y,Y9,верблюд,1,1829
3,inf_col,inf,col,20,календарь,Y,Y9,календарь,1,1925
3,inf_col,inf,col,29,багажник,Y,Y9,багажник,1,2266
3,inf_col,inf,col,41,жалюзи,Y,Y9,жалюзи,1,2051
3,inf_col,inf,col,39,ракетка,Y,Y9,ракетка,1,3077
3,inf_col,inf,col,46,шахматы,Y,Y9,шахматы,1,1618
3,inf_col,inf,col,50,степлер,Y,Y9,степлер,1,2478
3,inf_col,inf,col,59,автобус,Y,Y9,автобус,1,2522
3,inf_col,inf,col,64,страус,Y,Y9,страус,1,11898
3,inf_col,inf,col,69,мочалка,Y,Y9,мочалка,1,4884
3,inf_col,inf,col,75,самокат,Y,Y9,самокат,1,1565
4,ref_non,ref,non,13,перекресток,Y,Y10,перекресток,1,1403
4,ref_non,ref,non,9,шлагбаум,Y,Y10,шлагбаум,1,2375
4,ref_non,ref,non,15,венок,Y,Y10,венок,1,1259
4,ref_non,ref,non,23,маяк,Y,Y10,маяк,1,1104
4,ref_non,ref,non,28,термос,Y,Y10,термос,1,2988
4,ref_non,ref,non,32,якорь,Y,Y10,якорь,1,885
4,ref_non,ref,non,34,шишка,Y,Y10,шишка,1,1104
4,ref_non,ref,non,47,фартук,Y,Y10,фартук,1,1100
4,ref_non,ref,non,49,троллейбус,Y,Y10,троллейбус,1,850
4,ref_non,ref,non,57,осьминог,Y,Y10,осьминог,1,1685
4,ref_non,ref,non,56,череп,Y,Y10,череп,1,1541
4,ref_non,ref,non,72,выключатель,Y,Y10,выключатель,1,1427
4,ref_non,ref,non,78,метла,Y,Y10,метёлка,0,
4,ref_let,ref,let,5,акула,Y,Y10,акула,1,1447
4,ref_let,ref,let,4,официант,Y,Y10,официант,1,1497
4,ref_let,ref,let,16,скалка,Y,Y10,скалка,1,1167
4,ref_let,ref,let,22,парашют,Y,Y10,парашют,1,1223
4,ref_let,ref,let,30,телескоп,Y,Y10,телескоп,1,1752
4,ref_let,ref,let,36,жираф,Y,Y10,жираф,1,808
4,ref_let,ref,let,44,фонтан,Y,Y10,фонтан,1,1228
4,ref_let,ref,let,45,кроссворд,Y,Y10,кроссворд,1,1011
4,ref_let,ref,let,54,кактус,Y,Y10,кактус,1,1001
4,ref_let,ref,let,55,стадион,Y,Y10,стадион,1,1053
4,ref_let,ref,let,61,кобура,Y,Y10,кобура,1,6825
4,ref_let,ref,let,71,мельница,Y,Y10,мельница,1,1335
4,ref_let,ref,let,74,палитра,Y,Y10,палитра,1,1306
4,ref_col,ref,col,8,невеста,Y,Y10,невеста,1,1139
4,ref_col,ref,col,35,шприц,Y,Y10,шприц,1,1656
4,ref_col,ref,col,6,аквариум,Y,Y10,аквариум,1,1152
4,ref_col,ref,col,24,кастрюля,Y,Y10,кастрюля,1,1832
4,ref_col,ref,col,14,иероглиф,Y,Y10,иероглиф,1,1249
4,ref_col,ref,col,19,точилка,Y,Y10,точилка,1,2893
4,ref_col,ref,col,31,черепаха,Y,Y10,черепаха,1,1014
4,ref_col,ref,col,40,бинокль,Y,Y10,бинокль,1,1297
4,ref_col,ref,col,58,кепка,Y,Y10,кепка,1,1747
4,ref_col,ref,col,62,прищепка,Y,Y10,прищепка,1,1887
4,ref_col,ref,col,63,трамвай,Y,Y10,трамвай,1,1408
4,ref_col,ref,col,70,микрофон,Y,Y10,микрофон,1,1516
4,ref_col,ref,col,73,камин,Y,Y10,камин,1,2177
4,inf_non,inf,non,1,компас,Y,Y10,компас,1,3868
4,inf_non,inf,non,25,сейф,Y,Y10,сейф,1,836
4,inf_non,inf,non,2,карета,Y,Y10,карета,1,2779
4,inf_non,inf,non,37,шашлык,Y,Y10,шашлык,1,1249
4,inf_non,inf,non,33,копилка,Y,Y10,копилка,1,1213
4,inf_non,inf,non,38,радуга,Y,Y10,радуга,1,1113
4,inf_non,inf,non,12,шланг,Y,Y10,лейка,0,
4,inf_non,inf,non,48,сачок,Y,Y10,сачок,1,1433
4,inf_non,inf,non,52,перо,Y,Y10,ручка,0,
4,inf_non,inf,non,60,фотоаппарат,Y,Y10,фотоаппарат,1,982
4,inf_non,inf,non,65,корсет,Y,Y10,корсет,1,1004
4,inf_non,inf,non,67,пружина,Y,Y10,подушка,0,
4,inf_non,inf,non,77,дуршлаг,Y,Y10,сито,2,1359
4,inf_let,inf,let,18,слон,Y,Y10,слон,1,898
4,inf_let,inf,let,7,пепельница,Y,Y10,пепельница,1,1198
4,inf_let,inf,let,17,верблюд,Y,Y10,верблюд,1,1813
4,inf_let,inf,let,20,календарь,Y,Y10,календарь,1,1098
4,inf_let,inf,let,29,багажник,Y,Y10,багажник,1,998
4,inf_let,inf,let,41,жалюзи,Y,Y10,жалюзи,1,1501
4,inf_let,inf,let,39,ракетка,Y,Y10,ракетка,1,1324
4,inf_let,inf,let,46,шахматы,Y,Y10,шахматы,1,611
4,inf_let,inf,let,50,степлер,Y,Y10,степлер,1,1321
4,inf_let,inf,let,59,автобус,Y,Y10,автобус,1,1219
4,inf_let,inf,let,64,страус,Y,Y10,страус,1,12529
4,inf_let,inf,let,69,мочалка,Y,Y10,молекулы,0,
4,inf_let,inf,let,75,самокат,Y,Y10,"я пропустила, что это ... сани",0,
4,inf_col,inf,col,10,коридор,Y,Y10,коридор,1,1239
4,inf_col,inf,col,3,глобус,Y,Y10,глобус,1,1523
4,inf_col,inf,col,11,подбородок,Y,Y10,подбородок,1,4383
4,inf_col,inf,col,21,трон,Y,Y10,трон,1,1189
4,inf_col,inf,col,26,форточка,Y,Y10,форточка,1,2203
4,inf_col,inf,col,27,намордник,Y,Y10,намордник,1,3101
4,inf_col,inf,col,42,салфетка,Y,Y10,салфетка,1,1192
4,inf_col,inf,col,43,водопад,Y,Y10,водопад,1,1465
4,inf_col,inf,col,51,иллюминатор,Y,Y10,иллюминатор,1,3111
4,inf_col,inf,col,53,наручники,Y,Y10,лассо,0,
4,inf_col,inf,col,66,кенгуру,Y,Y10,кенгуру,1,1255
4,inf_col,inf,col,68,удочка,Y,Y10,удочка,1,2038
4,inf_col,inf,col,76,антенна,Y,Y10,антенна,1,1250
5,ref_non,ref,non,5,акула,Y,Y11,акула,1,1403
5,ref_non,ref,non,4,официант,Y,Y11,официант,1,1270
5,ref_non,ref,non,16,скалка,Y,Y11,скалка,1,915
5,ref_non,ref,non,22,парашют,Y,Y11,парашют,1,3252
5,ref_non,ref,non,30,телескоп,Y,Y11,телескоп,1,5532
5,ref_non,ref,non,36,жираф,Y,Y11,жираф,1,772
5,ref_non,ref,non,44,фонтан,Y,Y11,фонтан,1,899
5,ref_non,ref,non,45,кроссворд,Y,Y11,кроссворд,1,4296
5,ref_non,ref,non,54,кактус,Y,Y11,кактус,1,951
5,ref_non,ref,non,55,стадион,Y,Y11,стадион,1,1120
5,ref_non,ref,non,61,кобура,Y,Y11,кобура,1,3051
5,ref_non,ref,non,71,мельница,Y,Y11,мельница,1,1038
5,ref_non,ref,non,74,палитра,Y,Y11,палитра,1,1754
5,ref_let,ref,let,8,невеста,Y,Y11,невеста,1,3336
5,ref_let,ref,let,35,шприц,Y,Y11,шприц,1,861
5,ref_let,ref,let,6,аквариум,Y,Y11,аквариум,1,1042
5,ref_let,ref,let,24,кастрюля,Y,Y11,кастрюля,1,1166
